12	12	58240155	58329336
8	X	120255750	14407723
11	11	18624706	18610543
5	5	175859622	175875471
8	8	142011224	142458188
19	19	23945935	23940434
11	11	18624706	18610543
11	11	18624706	18610543
19	19	2247867	2249743
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
19	19	14169971	14172748
12	12	66990707	67462830
1	1	153642705	153650919
19	19	14169971	14172748
5	5	175955958	175944650
5	5	175955958	175944650
19	19	14169971	14172748
19	19	14169971	14172748
19	19	14169971	14172748
19	19	14169971	14172748
1	1	206557369	206135293
13	13	23477549	113313873
1	3	121297009	125093946
4	4	3533936	862473
8	4	145500214	8249844
17	5	48266584	99382263
11	1	6245075	77600992
2	2	238933983	238090780
8	8	141231558	139895487
13	13	23477549	113313873
1	3	121297009	125093946
8	8	141668694	107275343
13	13	23477549	113313873
1	3	121297009	125093946
4	8	1873269	141263028
19	19	11211021	11138460
3	3	9871079	9739395
10	10	1142186	1054898
20	1	48263502	249218540
3	2	142098924	202940289
19	19	12721896	12759216
12	12	58240157	58329338
14	14	102901548	103554422
12	12	120615250	120779258
20	10	48263498	135510742
8	X	120255754	14407723
11	11	18624706	18610543
5	5	175859622	175875471
8	8	142011224	142458188
3	3	9871079	9739395
19	19	12721896	12763274
3	2	142098924	202940289
14	14	102901548	103554422
11	11	18624706	18610543
5	5	175859622	175875471
8	8	142011224	142458188
3	3	9871079	9739395
10	10	1142186	1054898
11	5	460286	33229863
3	2	142098924	202940289
3	2	142098924	202979782
12	12	58240157	58329338
11	11	68846487	68902902
12	12	120615250	120779258
8	X	120255754	14407723
11	1	2018219	153518258
8	8	142011224	142458188
19	19	11211021	11138460
10	10	1142186	1054898
19	19	12721896	12763274
20	1	48263502	249218540
11	11	2924719	2861672
3	2	142098924	202940289
12	12	58240157	58329338
14	14	102901548	103554422
11	11	68846487	68902902
12	12	120615250	120779258
8	X	120255754	14407723
11	11	18624706	18610543
5	5	175859622	175875471
2	2	231772861	231746118
10	10	1142186	1054898
19	19	12721896	12763274
20	1	48263502	249218540
3	2	142098924	202940289
12	12	58240157	58329338
14	14	102901548	103554422
11	11	68846487	68902902
15	15	89444782	89430576
8	X	120255754	14407723
11	11	18624706	18610543
5	5	175859622	175875471
10	10	1142186	1054898
19	19	12721896	12763274
3	2	142098924	202940289
3	2	142098924	202979782
12	12	58240157	58329338
12	12	120615250	120779258
15	15	89444782	89430576
8	X	120255754	14407723
11	11	18624706	18610543
5	5	175859622	175875471
8	8	142011224	142458188
11	11	18624706	18610543
15	15	65249608	65255872
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
4	4	39343965	39558190
3	3	9871079	9739395
3	2	142098924	202940289
14	14	102901548	103554422
11	1	2018219	569831
11	11	18624703	18610540
5	5	175859622	175875471
8	8	142011224	142458188
19	19	23945935	23940434
3	3	9871079	9739395
10	10	1142186	1054898
19	19	50984234	51009025
3	2	142098924	202940289
12	12	58240157	58329338
12	12	120615250	120779258
11	1	2018219	569831
8	X	120255754	14407723
8	8	142011224	142458188
19	19	23945935	23940434
19	19	11211021	11138460
10	10	1142186	1054898
20	1	48263502	249218540
3	2	142098924	202940289
12	12	58240157	58329338
14	14	102901548	103554422
12	12	120615250	120779258
8	X	120255754	14407723
11	11	18624703	18610540
5	5	175859622	175875471
19	19	23945935	23940434
4	4	39343965	39558190
10	10	1142186	1054898
20	1	48263502	249218540
3	2	142098924	202940289
12	12	58240157	58329338
14	14	102901548	103554422
11	1	2018219	569831
8	X	120255754	14407723
11	11	13946239	13973721
11	11	18624703	18610540
5	5	175859622	175875471
14	14	105945973	105954503
10	10	1142186	1054898
3	2	142098924	202940289
12	12	58240157	58329338
12	12	120615250	120779258
8	X	120255754	14407723
11	11	18624703	18610540
5	5	175859622	175875471
8	8	142011224	142458188
19	19	23945935	23940434
14	14	105945973	105954503
11	11	18624703	18610540
11	11	18624703	18610540
9	9	139757358	139743991
11	11	18624703	18610540
11	11	18624703	18610540
14	14	105945973	105954503
11	11	18624703	18610540
14	14	105945973	105954503
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
14	14	105945973	105954503
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
3	3	9871079	9739395
12	12	58335663	58240157
3	2	142098924	202940289
11	1	2017875	569351
1	1	149577662	145004783
8	8	142011224	142458188
19	19	23990628	23940436
12	12	58335663	58240157
19	19	12721896	12763274
3	2	142098924	202940289
14	14	102901545	103554419
1	1	149577662	145004783
11	11	18624703	18610540
5	5	175859620	175875469
17	17	56067157	55950024
19	19	23990628	23940436
4	4	39343965	39558190
12	12	58335663	58240157
19	19	12721896	12763274
3	2	142098924	202940289
14	14	102901545	103554419
11	1	2017875	569351
1	1	149577662	145004783
11	11	18624703	18610540
5	5	175859620	175875469
17	17	56067157	55950024
19	19	12721896	12763274
3	2	142098924	202940289
11	11	18624703	18610540
5	5	175859620	175875469
8	8	142011224	142458188
19	19	23990628	23940436
11	11	18624703	18610540
11	11	18624703	18610540
1	1	149577662	145004783
1	1	149577662	145004783
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
1	1	149577662	145004783
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
8	4	98817692	16193146
10	10	1142186	1054898
12	12	58335661	58240155
3	2	142098924	202940289
12	12	58240157	58329338
11	11	68846488	68902903
12	12	120615250	120779258
1	1	149577662	145004783
1	1	222087104	222013795
2	8	10016304	114159713
8	X	120255750	14407723
19	19	12721896	12759216
19	19	23945935	23940434
10	10	1142186	1054898
12	12	58335661	58240155
3	2	142098924	202940289
20	1	48263502	249226733
12	12	58240157	58329338
11	11	68846488	68902903
11	1	2017857	569470
11	1	2017787	565798
1	1	149577662	145004783
1	1	222087104	222013795
8	X	120255750	14407723
19	19	12721896	12759216
10	10	1142186	1054898
3	2	142098924	202940289
3	2	142098924	202979782
12	12	58240157	58329338
12	12	120615250	120779258
20	1	48263501	249218539
1	1	222087104	222013795
8	X	120255750	14407723
8	8	142011224	142458188
19	19	12721896	12759216
19	19	23945935	23940434
1	1	149577662	145004783
1	1	149577662	145004783
1	1	149577662	145004783
MT	MT	8819	14346
1	1	222087104	222013795
MT	MT	8819	14346
17	17	61086898	61044110
17	17	61086898	61044110
8	8	98837381	98698896
10	10	1142186	1054898
12	12	58335663	58240157
19	19	12721896	12767501
20	1	48263502	249218540
10	8	28358701	124042470
6	1	33243598	567107
3	2	142098924	202940289
12	12	58240157	58329338
14	14	102901545	103554419
7	7	47622025	47693606
11	11	68846487	68902902
1	1	149577662	145004783
1	1	222087104	222013795
8	X	120255754	14407723
11	11	18624703	18610540
5	5	175859622	175875471
17	17	56067157	55950024
19	19	12721896	12759216
8	8	98837381	98698896
10	10	1142186	1054898
19	19	12721896	12767501
8	1	146015851	569352
3	2	142098924	202940289
12	12	58240157	58329338
12	12	120615250	120780425
1	1	222087104	222013795
8	X	120255754	14407723
11	11	18624703	18610540
5	5	175859622	175875471
19	19	12721896	12759216
19	19	23990628	23940436
11	11	18624703	18610540
11	11	18624703	18610540
1	1	149577662	145004783
1	1	149577662	145004783
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
1	1	149577662	145004783
11	11	18624703	18610540
11	11	18624703	18610540
8	1	146015851	569352
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
1	1	222087104	222013795
11	11	18624703	18610540
11	11	18624703	18610540
6	1	33243598	567107
8	1	146015851	569352
8	8	98837381	98698896
10	10	1142186	1054898
19	19	12721896	12767501
3	2	142098924	202940289
12	12	58240157	58329338
15	15	89444782	89430576
1	1	222087104	222013795
8	X	120255750	14407723
11	11	18624703	18610540
5	5	175859622	175875471
19	19	12721896	12759216
11	11	18624703	18610540
11	11	18624703	18610540
1	1	149577662	145004783
1	1	149577662	145004783
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
1	1	149577662	145004783
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
9	9	98173957	98189004
1	1	222087104	222013795
11	11	18624703	18610540
11	11	18624703	18610540
6	1	33243598	567107
14	14	105945973	105954503
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
14	14	105945973	105954503
11	11	18624703	18610540
14	14	105945973	105954503
11	11	18624703	18610540
11	11	18624703	18610540
8	1	146015815	569994
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
14	14	105945973	105954503
11	11	18624703	18610540
1	1	222087104	222013795
11	11	18624703	18610540
11	11	18624703	18610540
8	1	146015815	569994
11	11	18624706	18610543
1	4	207512761	28216798
5	5	175955947	175944639
11	11	18624706	18610543
1	4	207512761	28216798
19	19	14169971	14172748
11	11	18624706	18610543
14	14	105945973	105954503
11	11	18624706	18610543
14	14	105945973	105954503
19	19	14169971	14172748
11	11	18624706	18610543
11	11	18624706	18610543
19	19	14169971	14172748
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
14	14	105945973	105954503
11	11	18624706	18610543
19	19	14169971	14172748
11	11	18624706	18610543
11	11	18624706	18610543
4	11	170618883	49437308
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
17	1	79009108	150730456
16	16	29089278	59006247
1	1	149577662	145004783
17	1	79009108	150730456
1	4	207512761	28216798
16	16	29089278	59006247
4	4	1108247	1184888
17	1	79009108	150730456
16	16	29089278	59006247
17	1	79009108	150730456
1	1	149577662	145004783
16	16	11017181	11028972
16	16	11017181	11028972
16	16	11017181	11028972
2	2	171638897	171641154
16	16	11017181	11028972
17	1	79009108	150730456
16	16	29089278	59006247
17	1	79009108	150730456
16	16	29089278	59006247
11	11	18624706	18610543
17	1	79009108	150730456
12	8	4778983	51712761
13	13	96212717	96254776
11	11	18624706	18610543
1	1	149577662	145004783
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
1	1	206135293	206557369
1	1	206135293	206557369
1	1	206135293	206557369
17	1	79009108	150730456
16	16	29089278	59006247
17	1	79009108	150730456
2	2	89197166	89157196
19	19	14169971	14172748
19	19	14169971	14172748
19	19	14169971	14172748
12	12	66990707	67462830
12	12	66990707	67462830
12	12	66990707	67462830
17	1	79009108	150730456
11	11	18624706	18610543
2	2	171634190	171638751
11	11	18624706	18610543
11	11	18624706	18610543
2	2	171634190	171638751
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
14	14	105945973	105954503
11	11	18624705	18610542
11	11	18624705	18610542
11	11	18624705	18610542
11	11	18624705	18610542
11	11	18624705	18610542
14	14	105945973	105954503
1	1	153642705	153650919
11	11	18624705	18610542
11	11	18624705	18610542
11	11	18624705	18610542
5	5	254621	1548591
14	14	105945973	105954503
5	5	154238376	154339540
6	18	74228187	45379747
6	18	74228187	45379747
19	19	756890	748516
6	18	74228187	45379747
1	7	54982928	39873535
11	11	18624706	18610543
16	16	11017181	11035042
19	19	14169971	14172748
1	7	54982928	39873535
2	2	171634190	171638751
11	11	18624706	18610543
16	16	11017181	11035042
18	9	32374214	16215897
11	11	18624706	18610543
11	11	18624706	18610543
16	16	11017181	11035042
11	11	18624706	18610543
19	19	14169971	14172748
11	11	18624706	18610543
11	11	18624706	18610543
22	22	24108315	24095385
1	1	206782729	206666409
3	3	49343148	49397793
1	7	54982931	39873532
11	11	18624703	18610540
16	16	11017181	11035042
11	11	18624703	18610540
11	11	18624703	18610540
16	16	11017181	11035042
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624703	18610540
11	11	18624706	18610543
11	11	18624706	18610543
16	16	11017181	11035042
11	11	18624706	18610543
19	19	14169971	14172748
11	11	18624706	18610543
11	11	18624706	18610543
MT	MT	8666	14506
8	1	146016668	569363
11	11	18624706	18610543
9	18	16215897	32374214
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
11	11	18624706	18610543
2	2	238903448	238085840
8	8	141034176	139895486
11	11	18624703	18610540
2	2	238903448	238085840
8	8	141034176	139895486
2	2	88124757	189873716
13	13	23477549	113313873
3	1	125093947	121300558
8	8	141034176	139895486
8	4	145500214	8249844
4	8	8453755	106845993
2	2	238903448	238085840
8	8	141034176	139895486
13	13	23477549	113313873
2	1	189875371	566966
20	3	32957276	69351586
4	8	1873269	141263028
3	1	125093947	121300558
8	4	145500214	8249844
4	8	8453755	106845993
4	4	862473	3533936
2	2	238903448	238085840
8	8	141034176	139895486
13	13	23477549	113313873
1	3	121297009	125093946
4	4	954838	1805701
2	2	238903451	238090781
8	8	141231558	139895487
4	4	954838	1805701
11	11	133939054	134025102
8	8	141231558	139895487
4	4	3533936	2993942
2	1	189866277	569469
12	12	66990707	67462830
2	2	238903451	238090781
8	8	141231558	139895487
4	4	3533936	2993942
12	12	66990707	67462830
2	2	238903451	238090781
8	8	141231558	139895487
4	4	954838	1805701
6	18	74228173	45379761
8	8	141231558	139895487
4	8	1873269	141263028
2	2	238903451	238090781
8	8	141231558	139895487
1	1	206135293	206557369
13	13	23458433	113313977
3	1	125093946	121297009
6	18	74228173	45379761
2	2	238903451	238090781
8	8	141231558	139895487
1	1	206135293	206557369
13	13	23458433	113313977
4	8	1873269	141263028
8	8	141231558	139895487
6	18	74228184	45379750
8	8	141231558	139895487
4	8	1873269	141263028
4	4	3533936	2993942
8	4	145500214	8249844
2	2	129075615	129309105
4	8	8453755	106845993
12	12	66990707	67462830
2	2	238933983	238090780
8	8	141231558	139895487
1	1	206135293	206557369
13	13	23477549	113313873
17	17	61086898	61044110
